NAME OF DATA ELEMENT,developer-friendly name,VARIABLE NAME,API data type,VALUE,LABEL
"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 4-year institution and withdrew within 4 years",title_iv.high_inc.transf_withdrawn_4yr_by.4yrs,HI_INC_WDRAW_4YR_TRANS_YR4_RT,float,,
"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 2-year institution and withdrew within 4 years",title_iv.high_inc.transf_withdrawn_2yr_by.4yrs,HI_INC_WDRAW_2YR_TRANS_YR4_RT,float,,
"Percent of high-income (above $75,000 in nominal family income) students who were still enrolled at original institution within 4 years",title_iv.high_inc.still_enrolled_by.4yrs,HI_INC_ENRL_ORIG_YR4_RT,float,,
"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 4-year institution and were still enrolled within 4 years",title_iv.high_inc.transf_still_enrolled_4yr_by.4yrs,HI_INC_ENRL_4YR_TRANS_YR4_RT,float,,
"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 2-year institution and were still enrolled within 4 years",title_iv.high_inc.transf_still_enrolled_2yr_by.4yrs,HI_INC_ENRL_2YR_TRANS_YR4_RT,float,,
"Percent of high-income (above $75,000 in nominal family income) students with status unknown within 4 years at original institution",title_iv.high_inc.unknown_by.4yrs,HI_INC_UNKN_ORIG_YR4_RT,float,,
"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 4-year institution and whose status is unknown within 4 years",title_iv.high_inc.transf_unknown_4yr_by.4yrs,HI_INC_UNKN_4YR_TRANS_YR4_RT,float,,
"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 2-year institution and whose status is unknown within 4 years",title_iv.high_inc.transf_unknown_2yr_by.4yrs,HI_INC_UNKN_2YR_TRANS_YR4_RT,float,,
Percent of dependent students who died within 4 years at original institution,title_iv.depend.died_by.4yrs,DEP_DEATH_YR4_RT,float,,
Percent of dependent students who completed within 4 years at original institution,title_iv.depend.completed_by.4yrs,DEP_COMP_ORIG_YR4_RT,float,,
Percent of dependent students who transferred to a 4-year institution and completed within 4 years,title_iv.depend.transf_completed_4yr_by.4yrs,DEP_COMP_4YR_TRANS_YR4_RT,float,,
Percent of dependent students who transferred to a 2-year institution and completed within 4 years,title_iv.depend.transf_completed_2yr_by.4yrs,DEP_COMP_2YR_TRANS_YR4_RT,float,,
Percent of dependent students withdrawn from original institution within 4 years,title_iv.depend.withdrawn_by.4yrs,DEP_WDRAW_ORIG_YR4_RT,float,,
Percent of dependent students who transferred to a 4-year institution and withdrew within 4 years,title_iv.depend.transf_withdrawn_4yr_by.4yrs,DEP_WDRAW_4YR_TRANS_YR4_RT,float,,
Percent of dependent students who transferred to a 2-year institution and withdrew within 4 years,title_iv.depend.transf_withdrawn_2yr_by.4yrs,DEP_WDRAW_2YR_TRANS_YR4_RT,float,,
Percent of dependent students who were still enrolled at original institution within 4 years,title_iv.depend.still_enrolled_by.4yrs,DEP_ENRL_ORIG_YR4_RT,float,,
Percent of dependent students who transferred to a 4-year institution and were still enrolled within 4 years,title_iv.depend.transf_still_enrolled_4yr_by.4yrs,DEP_ENRL_4YR_TRANS_YR4_RT,float,,
Percent of dependent students who transferred to a 2-year institution and were still enrolled within 4 years,title_iv.depend.transf_still_enrolled_2yr_by.4yrs,DEP_ENRL_2YR_TRANS_YR4_RT,float,,
Percent of dependent students with status unknown within 4 years at original institution,title_iv.depend.unknown_by.4yrs,DEP_UNKN_ORIG_YR4_RT,float,,
Percent of dependent students who transferred to a 4-year institution and whose status is unknown within 4 years,title_iv.depend.transf_unknown_4yr_by.4yrs,DEP_UNKN_4YR_TRANS_YR4_RT,float,,
Percent of dependent students who transferred to a 2-year institution and whose status is unknown within 4 years,title_iv.depend.transf_unknown_2yr_by.4yrs,DEP_UNKN_2YR_TRANS_YR4_RT,float,,
Percent of independent students who died within 4 years at original institution,title_iv.independ.died_by.4yrs,IND_DEATH_YR4_RT,float,,
Percent of independent students who completed within 4 years at original institution,title_iv.independ.completed_by.4yrs,IND_COMP_ORIG_YR4_RT,float,,
Percent of independent students who transferred to a 4-year institution and completed within 4 years,title_iv.independ.transf_completed_4yr_by.4yrs,IND_COMP_4YR_TRANS_YR4_RT,float,,
Percent of independent students who transferred to a 2-year institution and completed within 4 years,title_iv.independ.transf_completed_2yr_by.4yrs,IND_COMP_2YR_TRANS_YR4_RT,float,,
Percent of independent students withdrawn from original institution within 4 years,title_iv.independ.withdrawn_by.4yrs,IND_WDRAW_ORIG_YR4_RT,float,,
Percent of independent students who transferred to a 4-year institution and withdrew within 4 years,title_iv.independ.transf_withdrawn_4yr_by.4yrs,IND_WDRAW_4YR_TRANS_YR4_RT,float,,
Percent of independent students who transferred to a 2-year institution and withdrew within 4 years,,IND_WDRAW_2YR_TRANS_YR4_RT,float,,
Percent of independent students who were still enrolled at original institution within 4 years,,IND_ENRL_ORIG_YR4_RT,float,,
Percent of independent students who transferred to a 4-year institution and were still enrolled within 4 years,,IND_ENRL_4YR_TRANS_YR4_RT,float,,
Percent of independent students who transferred to a 2-year institution and were still enrolled within 4 years,,IND_ENRL_2YR_TRANS_YR4_RT,float,,
Percent of independent students with status unknown within 4 years at original institution,,IND_UNKN_ORIG_YR4_RT,float,,
Percent of independent students who transferred to a 4-year institution and whose status is unknown within 4 years,,IND_UNKN_4YR_TRANS_YR4_RT,float,,
Percent of independent students who transferred to a 2-year institution and whose status is unknown within 4 years,,IND_UNKN_2YR_TRANS_YR4_RT,float,,
Percent of female students who died within 4 years at original institution,,FEMALE_DEATH_YR4_RT,float,,
Percent of female students who completed within 4 years at original institution,,FEMALE_COMP_ORIG_YR4_RT,float,,
Percent of female students who transferred to a 4-year institution and completed within 4 years,,FEMALE_COMP_4YR_TRANS_YR4_RT,float,,
Percent of female students who transferred to a 2-year institution and completed within 4 years,,FEMALE_COMP_2YR_TRANS_YR4_RT,float,,
Percent of female students withdrawn from original institution within 4 years,,FEMALE_WDRAW_ORIG_YR4_RT,float,,
Percent of female students who transferred to a 4-year institution and withdrew within 4 years,,FEMALE_WDRAW_4YR_TRANS_YR4_RT,float,,
Percent of female students who transferred to a 2-year institution and withdrew within 4 years,,FEMALE_WDRAW_2YR_TRANS_YR4_RT,float,,
Percent of female students who were still enrolled at original institution within 4 years,,FEMALE_ENRL_ORIG_YR4_RT,float,,
Percent of female students who transferred to a 4-year institution and were still enrolled within 4 years,,FEMALE_ENRL_4YR_TRANS_YR4_RT,float,,
Percent of female students who transferred to a 2-year institution and were still enrolled within 4 years,,FEMALE_ENRL_2YR_TRANS_YR4_RT,float,,
Percent of female students with status unknown within 4 years at original institution,,FEMALE_UNKN_ORIG_YR4_RT,float,,
Percent of female students who transferred to a 4-year institution and whose status is unknown within 4 years,,FEMALE_UNKN_4YR_TRANS_YR4_RT,float,,
Percent of female students who transferred to a 2-year institution and whose status is unknown within 4 years,,FEMALE_UNKN_2YR_TRANS_YR4_RT,float,,
Percent of male students who died within 4 years at original institution,,MALE_DEATH_YR4_RT,float,,
Percent of male students who completed within 4 years at original institution,,MALE_COMP_ORIG_YR4_RT,float,,
Percent of male students who transferred to a 4-year institution and completed within 4 years,,MALE_COMP_4YR_TRANS_YR4_RT,float,,
Percent of male students who transferred to a 2-year institution and completed within 4 years,,MALE_COMP_2YR_TRANS_YR4_RT,float,,
Percent of male students withdrawn from original institution within 4 years,,MALE_WDRAW_ORIG_YR4_RT,float,,
Percent of male students who transferred to a 4-year institution and withdrew within 4 years,,MALE_WDRAW_4YR_TRANS_YR4_RT,float,,
Percent of male students who transferred to a 2-year institution and withdrew within 4 years,,MALE_WDRAW_2YR_TRANS_YR4_RT,float,,
Percent of male students who were still enrolled at original institution within 4 years,,MALE_ENRL_ORIG_YR4_RT,float,,
Percent of male students who transferred to a 4-year institution and were still enrolled within 4 years,,MALE_ENRL_4YR_TRANS_YR4_RT,float,,
Percent of male students who transferred to a 2-year institution and were still enrolled within 4 years,,MALE_ENRL_2YR_TRANS_YR4_RT,float,,
Percent of male students with status unknown within 4 years at original institution,,MALE_UNKN_ORIG_YR4_RT,float,,
Percent of male students who transferred to a 4-year institution and whose status is unknown within 4 years,,MALE_UNKN_4YR_TRANS_YR4_RT,float,,
Percent of male students who transferred to a 2-year institution and whose status is unknown within 4 years,,MALE_UNKN_2YR_TRANS_YR4_RT,float,,
Percent of students who received a Pell Grant at the institution and who died within 4 years at original institution,,PELL_DEATH_YR4_RT,float,,
Percent of students who received a Pell Grant at the institution and who completed in 4 years at original institution,,PELL_COMP_ORIG_YR4_RT,float,,
Percent of students who received a Pell Grant at the institution and who transferred to a 4-year institution and completed within 4 years,,PELL_COMP_4YR_TRANS_YR4_RT,float,,
Percent of students who received a Pell Grant at the institution and who transferred to a 2-year institution and completed within 4 years,,PELL_COMP_2YR_TRANS_YR4_RT,float,,
Percent of students who received a Pell Grant at the institution and withdrew from original institution within 4 years,,PELL_WDRAW_ORIG_YR4_RT,float,,
Percent of students who received a Pell Grant at the institution and who transferred to a 4-year institution and withdrew within 4 years,,PELL_WDRAW_4YR_TRANS_YR4_RT,float,,
Percent of students who received a Pell Grant at the institution and who transferred to a 2-year institution and withdrew within 4 years,,PELL_WDRAW_2YR_TRANS_YR4_RT,float,,
Percent of students who received a Pell Grant at the institution and who were still enrolled at original institution within 4 years,,PELL_ENRL_ORIG_YR4_RT,float,,
Percent of students who received a Pell Grant at the institution and who transferred to a 4-year institution and were still enrolled within 4 years,,PELL_ENRL_4YR_TRANS_YR4_RT,float,,
Percent of students who received a Pell Grant at the institution and who transferred to a 2-year institution and were still enrolled within 4 years,,PELL_ENRL_2YR_TRANS_YR4_RT,float,,
Percent of students who received a Pell Grant at the institution and with status unknown within 4 years at original institution,,PELL_UNKN_ORIG_YR4_RT,float,,
Percent of students who received a Pell Grant at the institution and who transferred to a 4-year institution and whose status is unknown within 4 years,,PELL_UNKN_4YR_TRANS_YR4_RT,float,,
Percent of students who received a Pell Grant at the institution and who transferred to a 2-year institution and whose status is unknown within 4 years,,PELL_UNKN_2YR_TRANS_YR4_RT,float,,
Percent of students who never received a Pell Grant at the institution and who died within 4 years at original institution,,NOPELL_DEATH_YR4_RT,float,,
Percent of students who never received a Pell Grant at the institution and who completed in 4 years at original institution,,NOPELL_COMP_ORIG_YR4_RT,float,,
Percent of students who never received a Pell Grant at the institution and who transferred to a 4-year institution and completed within 4 years,,NOPELL_COMP_4YR_TRANS_YR4_RT,float,,
Percent of students who never received a Pell Grant at the institution and who transferred to a 2-year institution and completed within 4 years,,NOPELL_COMP_2YR_TRANS_YR4_RT,float,,
Percent of students who never received a Pell Grant at the institution and withdrew from original institution within 4 years,,NOPELL_WDRAW_ORIG_YR4_RT,float,,
Percent of students who never received a Pell Grant at the institution and who transferred to a 4-year institution and withdrew within 4 years,,NOPELL_WDRAW_4YR_TRANS_YR4_RT,float,,
Percent of students who never received a Pell Grant at the institution and who transferred to a 2-year institution and withdrew within 4 years,,NOPELL_WDRAW_2YR_TRANS_YR4_RT,float,,
Percent of students who never received a Pell Grant at the institution and who were still enrolled at original institution within 4 years,,NOPELL_ENRL_ORIG_YR4_RT,float,,
Percent of students who never received a Pell Grant at the institution and who transferred to a 4-year institution and were still enrolled within 4 years,,NOPELL_ENRL_4YR_TRANS_YR4_RT,float,,
Percent of students who never received a Pell Grant at the institution and who transferred to a 2-year institution and were still enrolled within 4 years,,NOPELL_ENRL_2YR_TRANS_YR4_RT,float,,
Percent of students who never received a Pell Grant at the institution and with status unknown within 4 years at original institution,,NOPELL_UNKN_ORIG_YR4_RT,float,,
Percent of students who never received a Pell Grant at the institution and who transferred to a 4-year institution and whose status is unknown within 4 years,,NOPELL_UNKN_4YR_TRANS_YR4_RT,float,,
Percent of students who never received a Pell Grant at the institution and who transferred to a 2-year institution and whose status is unknown within 4 years,,NOPELL_UNKN_2YR_TRANS_YR4_RT,float,,
Percent of students who received a federal loan at the institution and who died within 4 years at original institution,,LOAN_DEATH_YR4_RT,float,,
Percent of students who received a federal loan at the institution and who completed in 4 years at original institution,,LOAN_COMP_ORIG_YR4_RT,float,,
